Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
METROPOLITANA DE SANTIAGO,6119,25,ESTACION CENTRAL,4,4,3,4439,True
METROPOLITANA DE SANTIAGO,6120,004,SAN JOAQUIN,4,4,3,3102,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6121,MATEO DE TORO Y ZAMBRANO,PUNTA ARENAS,4,3,2,1459,True
ANTOFAGASTA,6122,LOS CONDORES,ANTOFAGASTA,4,3,3,1723,True
LA ARAUCANIA,6123,INDUSTRIAL,TEMUCO,4,4,4,1710,True
ANTOFAGASTA,6124,JUAN PAPIC,ANTOFAGASTA,4,3,3,2023,True
METROPOLITANA DE SANTIAGO,6125,3B,LA CISTERNA,4,4,4,2213,True
METROPOLITANA DE SANTIAGO,6126,1,TALAGANTE,4,4,4,3946,True
TARAPACA,6127,18 DE SEPTIEMBRE,IQUIQUE,4,3,2,2511,True
ANTOFAGASTA,6128,VALDIVIESO,ANTOFAGASTA,4,3,3,3367,True
ANTOFAGASTA,6129,OHIGGINS,ANTOFAGASTA,4,3,3,4568,True
VALPARAISO,6130,68,QUILPUE,4,4,4,1149,True
VALPARAISO,6131,012,CONCON,4,4,2,3825,True
MAULE,6132,BUEN PASTOR,TALCA,4,4,4,386,True
METROPOLITANA DE SANTIAGO,6133,LA ESTANCILLA,BUIN,4,4,4,140,True
BIOBIO,6134,0014,CONCEPCION,4,4,3,3130,True
BIOBIO,6135,EL MANZANO,TALCAHUANO,4,4,3,2494,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6136,2,NATALES,4,3,4,1257,True
METROPOLITANA DE SANTIAGO,6137,031,SAN JOAQUIN,4,4,4,2583,True
METROPOLITANA DE SANTIAGO,6138,1,ALHUE,4,4,4,4671,True
COQUIMBO,6139,CHALINGA,SALAMANCA,4,4,4,819,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6140,NOGALES NORTE,MACHALI,4,4,2,285,True
METROPOLITANA DE SANTIAGO,6141,008,RENCA,4,4,4,146,True
METROPOLITANA DE SANTIAGO,6142,017,RENCA,4,4,4,992,True
BIOBIO,6143,020A,CONCEPCION,4,4,3,3928,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6144,12,NATALES,4,3,4,245,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6145,37,RANCAGUA,4,4,4,458,True
BIOBIO,6146,LUISA ECHAVARR-A,TALCAHUANO,4,4,3,5617,True
VALPARAISO,6147,EL BOLDO,VINA DEL MAR,4,4,2,1001,True
VALPARAISO,6148,003,CASABLANCA,4,4,4,2623,True
ATACAMA,6149,QUINTA VALLE,VALLENAR,4,4,4,2609,True
VALPARAISO,6150,BRITANICA,VINA DEL MAR,4,4,2,4090,True
METROPOLITANA DE SANTIAGO,6151,20,MACUL,4,4,1,4756,True
METROPOLITANA DE SANTIAGO,6152,010,RENCA,4,4,4,2742,True
VALPARAISO,6153,SANTA JULIA NORTE,VINA DEL MAR,4,4,2,3764,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6154,10,SAN FERNANDO,4,4,4,841,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6155,PROLONGACION MARTINEZ DE ALDUNATE,PUNTA ARENAS,4,3,2,539,True
METROPOLITANA DE SANTIAGO,6156,009,QUILICURA,4,4,3,5952,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6157,14,SAN FERNANDO,4,4,4,225,True
VALPARAISO,6158,2,PUCHUNCAVI,4,4,4,1152,True
VALPARAISO,6159,ALMENDRAL BAJO,SAN FELIPE,4,4,4,3485,True
METROPOLITANA DE SANTIAGO,6160,12,HUECHURABA,4,4,2,4113,True
METROPOLITANA DE SANTIAGO,6161,40,SANTIAGO,4,4,3,13020,True
METROPOLITANA DE SANTIAGO,6162,12,MAIPU,4,4,4,5033,True
BIOBIO,6163,LOS CONDORES,TALCAHUANO,4,4,3,1977,True
LA ARAUCANIA,6164,RECABARREN,TEMUCO,4,4,4,8289,True
BIOBIO,6165,017,HUALPEN,4,4,4,1281,True
ANTOFAGASTA,6166,3,CALAMA,4,3,2,7318,True
VALPARAISO,6167,LAS PALMAS CHILENAS,VINA DEL MAR,4,4,2,3966,True
VALPARAISO,6168,TABOLANGO,CALLE LARGA,4,4,4,153,True
VALPARAISO,6169,59,QUILPUE,4,4,4,4911,True
ÑUBLE,6170,BDO. O'HIGGINS,CHILLAN,4,4,4,7570,True
VALPARAISO,6171,RECREO ALTO,VINA DEL MAR,4,4,2,863,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6172,38,RANCAGUA,4,4,4,871,True
COQUIMBO,6173,VISTA HERMOSA,LA SERENA,4,4,4,2330,True
VALPARAISO,6174,MARINA MERCANTE,VINA DEL MAR,4,4,2,2652,True
BIOBIO,6175,0061,CONCEPCION,4,4,3,12682,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6176,7,SAN FERNANDO,4,4,4,1762,True
METROPOLITANA DE SANTIAGO,6177,13,PROVIDENCIA,4,4,1,2214,True
BIOBIO,6178,SANTA CECILIA,TALCAHUANO,4,4,3,10366,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6179,SECTOR UNO,PUNTA ARENAS,4,3,2,2527,True
METROPOLITANA DE SANTIAGO,6180,25,SAN MIGUEL,4,4,2,1625,True
ANTOFAGASTA,6181,PLAYA BLANCA,ANTOFAGASTA,4,3,3,2830,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6182,RIO DE LA MANO,PUNTA ARENAS,4,3,2,2501,True
BIOBIO,6183,022,HUALPEN,4,4,4,6344,True
MAULE,6184,019,CURICO,4,4,4,3904,True
COQUIMBO,6185,QUEBRADA DE TALCA,LA SERENA,4,4,4,55,True
VALPARAISO,6186,QUINTA RIOJA,VINA DEL MAR,4,4,2,4369,True
METROPOLITANA DE SANTIAGO,6187,EL PRINCIPAL,PIRQUE,4,4,3,6399,True
METROPOLITANA DE SANTIAGO,6188,19,RECOLETA,4,4,4,5571,True
METROPOLITANA DE SANTIAGO,6189,10,ESTACION CENTRAL,4,4,4,7836,True
METROPOLITANA DE SANTIAGO,6190,1,MACUL,4,4,2,4814,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6191,JUAN PABLO II,PUNTA ARENAS,4,3,2,3740,True
METROPOLITANA DE SANTIAGO,6192,29,LA FLORIDA,4,4,3,2504,True
TARAPACA,6193,DAGOBERTO GODOY,IQUIQUE,4,3,2,2971,True
VALPARAISO,6194,204A,VALPARAISO,4,4,4,5189,True
METROPOLITANA DE SANTIAGO,6195,31,PENALOLEN,4,4,3,8002,True
METROPOLITANA DE SANTIAGO,6196,019,QUILICURA,4,4,3,3291,True
VALPARAISO,6197,140,VINA DEL MAR,4,4,2,958,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6198,BARRANCO AMARILLO,PUNTA ARENAS,4,3,2,910,True
BIOBIO,6199,0017,CONCEPCION,4,4,3,2598,True
ARICA Y PARINACOTA,6200,LA LISERA,ARICA,4,4,4,99,True
METROPOLITANA DE SANTIAGO,6201,4,PENALOLEN,4,4,4,5483,True
ANTOFAGASTA,6202,24,CALAMA,4,3,2,2300,True
VALPARAISO,6203,SANTA FE,VINA DEL MAR,4,4,2,847,True
VALPARAISO,6204,FORESTAL SUR,VINA DEL MAR,4,4,2,660,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6205,BELLAVISTA,MACHALI,4,4,2,1379,True
VALPARAISO,6206,TRANQUE VERGARA,VINA DEL MAR,4,4,2,1098,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6207,CARLOS IBANEZ,PUNTA ARENAS,4,3,2,1041,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6208,32,RANCAGUA,4,4,4,17162,True
TARAPACA,6209,RUBEN GODOY,IQUIQUE,4,3,2,2453,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6210,INDEPENDENCIA,PUNTA ARENAS,4,3,2,887,True
METROPOLITANA DE SANTIAGO,6211,8,MACUL,4,4,2,2922,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6212,19,RANCAGUA,4,4,4,4644,True
VALPARAISO,6213,SANTIAGO CABRERA,VINA DEL MAR,4,4,2,2562,True
METROPOLITANA DE SANTIAGO,6214,SAN VICENTE,PIRQUE,4,4,3,1665,True
METROPOLITANA DE SANTIAGO,6215,48,SANTIAGO,4,4,3,10888,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6216,5,PORVENIR,4,3,3,257,True
METROPOLITANA DE SANTIAGO,6217,3,PENALOLEN,4,4,4,1649,True
METROPOLITANA DE SANTIAGO,6218,045,SAN BERNARDO,4,4,4,6893,True
METROPOLITANA DE SANTIAGO,6219,CONCHA Y TORO,PIRQUE,4,4,3,3438,True
BIOBIO,6220,HUACHICOOP,TALCAHUANO,4,4,4,4200,True
BIOBIO,6221,0025,CONCEPCION,4,4,3,3813,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,6222,ARTURO PRAT,COYHAIQUE,4,4,4,2709,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6223,PARQUE SAN JUAN,MACHALI,4,4,2,499,True
METROPOLITANA DE SANTIAGO,6224,1,SANTIAGO,4,4,3,2693,True
METROPOLITANA DE SANTIAGO,6225,17B,SAN MIGUEL,4,4,2,2148,True
METROPOLITANA DE SANTIAGO,6226,BUIN SUR,BUIN,4,4,4,7400,True
ANTOFAGASTA,6227,LOS PINARES,ANTOFAGASTA,4,3,3,2114,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6228,5,RANCAGUA,4,4,4,2540,True
BIOBIO,6229,VILLA SAN MARTIN,TALCAHUANO,4,4,4,1303,True
METROPOLITANA DE SANTIAGO,6230,10,SANTIAGO,4,4,3,5527,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6231,ISLA DAWSON,PUNTA ARENAS,4,3,2,2,True
TARAPACA,6232,CERRO  DRAGON,IQUIQUE,4,3,2,2552,True
VALPARAISO,6233,38,QUILPUE,4,4,4,629,True
METROPOLITANA DE SANTIAGO,6234,031,SAN BERNARDO,4,4,4,1128,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6235,TOTIHUE,REQUINOA,4,4,4,2081,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6236,24,RANCAGUA,4,4,4,4867,True
METROPOLITANA DE SANTIAGO,6237,1B,LA CISTERNA,4,4,4,2824,True
VALPARAISO,6238,RENACA ALTO,VINA DEL MAR,4,4,2,5107,True
LOS LAGOS,6239,SIN DEF COMUNAL,PUERTO VARAS,4,4,3,218,False
VALPARAISO,6240,52,QUILPUE,4,4,4,782,True
LA ARAUCANIA,6241,PEDRO DE VALDIVIA,VILLARRICA,4,4,4,604,True
METROPOLITANA DE SANTIAGO,6242,010,PAINE,4,4,4,1790,True
BIOBIO,6243,SIMONS,TALCAHUANO,4,4,4,869,True
BIOBIO,6244,01RU,CONCEPCION,4,4,3,3741,True
METROPOLITANA DE SANTIAGO,6245,13,ESTACION CENTRAL,4,4,4,2673,True
ANTOFAGASTA,6246,SAN ROQUE DE PEINE,SAN PEDRO DE ATACAMA,4,3,4,238,True
TARAPACA,6247,ORDEN Y PATRIA,IQUIQUE,4,3,3,1939,True
METROPOLITANA DE SANTIAGO,6248,15A,LA CISTERNA,4,4,4,1641,True
BIOBIO,6249,0012,PENCO,4,4,4,148,True
METROPOLITANA DE SANTIAGO,6250,2,HUECHURABA,4,4,2,2731,True
VALPARAISO,6251,LOS LIMONARES,VINA DEL MAR,4,4,2,1173,True
METROPOLITANA DE SANTIAGO,6252,6,PROVIDENCIA,4,4,1,5926,True
ANTOFAGASTA,6253,VILLA FREI,ANTOFAGASTA,4,3,3,1119,True
METROPOLITANA DE SANTIAGO,6254,009,RENCA,4,4,4,2061,True
METROPOLITANA DE SANTIAGO,6255,13,PUDAHUEL,4,4,4,2702,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6256,3,PORVENIR,4,3,4,912,True
METROPOLITANA DE SANTIAGO,6257,29,RECOLETA,4,4,4,1652,True
METROPOLITANA DE SANTIAGO,6258,27,ESTACION CENTRAL,4,4,4,1111,True
MAULE,6259,PLAZA DE ARMAS,TALCA,4,4,4,713,True
METROPOLITANA DE SANTIAGO,6260,B08,PUENTE ALTO,4,4,4,1546,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6261,26,RANCAGUA,4,4,4,3140,True
METROPOLITANA DE SANTIAGO,6262,3,PUDAHUEL,4,4,4,1984,True
METROPOLITANA DE SANTIAGO,6263,006,PAINE,4,4,4,494,True
VALPARAISO,6264,SANTA JULIA CENTRO,VINA DEL MAR,4,4,2,1721,True
METROPOLITANA DE SANTIAGO,6265,9,MAIPU,4,4,4,3775,True
METROPOLITANA DE SANTIAGO,6266,A79,PUENTE ALTO,4,4,4,7509,True
VALPARAISO,6267,041,VALPARAISO,4,4,4,356,True
METROPOLITANA DE SANTIAGO,6268,30,LA FLORIDA,4,4,4,1176,True
LOS LAGOS,6269,FRUTILLAR BAJO,FRUTILLAR,4,4,4,773,True
BIOBIO,6270,0024,CONCEPCION,4,4,3,874,True
VALPARAISO,6271,10,PANQUEHUE,4,4,4,135,True
ANTOFAGASTA,6272,4,CALAMA,4,3,3,3990,True
METROPOLITANA DE SANTIAGO,6273,01,ESTACION CENTRAL,4,4,4,3529,True
METROPOLITANA DE SANTIAGO,6274,53,SAN MIGUEL,4,4,2,6983,True
METROPOLITANA DE SANTIAGO,6275,MANUEL RODRIGUEZ,COLINA,4,4,3,2256,True
METROPOLITANA DE SANTIAGO,6276,18,SANTIAGO,4,4,3,5165,True
METROPOLITANA DE SANTIAGO,6277,11,HUECHURABA,4,4,2,2578,True
LOS LAGOS,6278,FRESIA,PUERTO MONTT,4,4,4,11008,True
VALPARAISO,6279,LOMAS CHORRILLOS,VINA DEL MAR,4,4,2,850,True
BIOBIO,6280,013B,CONCEPCION,4,4,3,4068,True
METROPOLITANA DE SANTIAGO,6281,LUIS CRUZ MARTINEZ,COLINA,4,4,4,3371,True
METROPOLITANA DE SANTIAGO,6282,17,ESTACION CENTRAL,4,4,4,1847,True
VALPARAISO,6283,CALETA ABARCA ALTO,VINA DEL MAR,4,4,2,2442,True
ANTOFAGASTA,6284,MEXICO,ANTOFAGASTA,4,3,3,2400,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6285,SANTA TERESA,MACHALI,4,4,2,2994,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6286,PLAYA NORTE,PUNTA ARENAS,4,3,2,2173,True
COQUIMBO,6287,GABRIEA MISTRAL,SALAMANCA,4,4,4,2168,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6288,PEDRO AGUIRRE CERDA,PUNTA ARENAS,4,3,2,5861,True
TARAPACA,6289,VIALIDAD,IQUIQUE,4,3,3,607,True
VALPARAISO,6290,EL ESFUERZO,VINA DEL MAR,4,4,2,1503,True
VALPARAISO,6291,EDUARDO TITUS,VINA DEL MAR,4,4,2,593,True
VALPARAISO,6292,125,VINA DEL MAR,4,4,3,938,True
LOS RIOS,6293,22,VALDIVIA,4,4,4,3073,True
VALPARAISO,6294,CHILE SUR,VINA DEL MAR,4,4,3,868,True
BIOBIO,6295,J. GONZALEZ H.,TALCAHUANO,4,4,4,2045,True
METROPOLITANA DE SANTIAGO,6296,8,LA FLORIDA,4,4,4,7515,True
METROPOLITANA DE SANTIAGO,6297,21,QUINTA NORMAL,4,4,4,945,True
ANTOFAGASTA,6298,HOSPITAL CENTRO,ANTOFAGASTA,4,3,3,4682,True
ANTOFAGASTA,6299,CORVALUIS,ANTOFAGASTA,4,3,3,3641,True
VALPARAISO,6300,185,VALPARAISO,4,4,4,2260,True
METROPOLITANA DE SANTIAGO,6301,15,SANTIAGO,4,4,3,4779,True
METROPOLITANA DE SANTIAGO,6302,15,LA REINA,4,4,1,712,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6303,CARDENAL RAUL SILVA HENRIQUEZ,PUNTA ARENAS,4,3,2,4557,True
METROPOLITANA DE SANTIAGO,6304,102,EL BOSQUE,4,4,4,167,True
METROPOLITANA DE SANTIAGO,6305,35,SANTIAGO,4,4,3,4033,True
BIOBIO,6306,0060,CONCEPCION,4,4,3,6485,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6307,CENTRO,MACHALI,4,4,2,2464,True
METROPOLITANA DE SANTIAGO,6308,013,RENCA,4,4,4,1134,True
METROPOLITANA DE SANTIAGO,6309,47,SAN MIGUEL,4,4,3,8049,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6310,SECTOR FISCAL,PUNTA ARENAS,4,3,2,947,True
BIOBIO,6311,018,HUALPEN,4,4,4,1505,True
LOS RIOS,6312,SIN DEF COMUNAL,LAGO RANCO,4,4,4,81,False
VALPARAISO,6313,CARLOS CONDELL,VINA DEL MAR,4,4,3,904,True
MAULE,6314,PIDUCO,TALCA,4,4,4,1654,True
METROPOLITANA DE SANTIAGO,6315,SAN JUAN,PIRQUE,4,4,4,683,True
LOS LAGOS,6316,ANCUD,PUERTO MONTT,4,4,4,774,True
VALPARAISO,6317,154,VALPARAISO,4,4,4,239,True
METROPOLITANA DE SANTIAGO,6318,49,SANTIAGO,4,4,3,22730,True
METROPOLITANA DE SANTIAGO,6319,A76,PUENTE ALTO,4,4,4,608,True
VALPARAISO,6320,006,CONCON,4,4,3,1625,True
LOS LAGOS,6321,PELLUCO NORTE,PUERTO MONTT,4,4,4,1497,True
VALPARAISO,6322,EL BOSQUE,LA CRUZ,4,4,4,1771,True
BIOBIO,6323,CRISTOBAL COLON,TALCAHUANO,4,4,4,985,True
VALPARAISO,6324,6,RINCONADA,4,4,4,656,True
METROPOLITANA DE SANTIAGO,6325,5,MACUL,4,4,2,7836,True
COQUIMBO,6326,PELICANA,LA SERENA,4,4,4,54,True
BIOBIO,6327,024,HUALPEN,4,4,4,3930,True
LOS LAGOS,6328,LA VEGA,PUERTO VARAS,4,4,3,1287,True
TARAPACA,6329,ISLUGA,IQUIQUE,4,3,3,1361,True
LOS RIOS,6330,10R,VALDIVIA,4,4,4,285,True
METROPOLITANA DE SANTIAGO,6331,003,LO BARNECHEA,4,4,1,12845,True
BIOBIO,6332,BUEN PASTOR,LOS ANGELES,4,4,4,3043,True
VALPARAISO,6333,203,VALPARAISO,4,4,4,3127,True
ATACAMA,6334,1,COPIAPO,4,4,4,5558,True
METROPOLITANA DE SANTIAGO,6335,14,MACUL,4,4,2,6018,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,6336,COYHAIQUE BAJO,COYHAIQUE,4,4,4,626,True
METROPOLITANA DE SANTIAGO,6337,011,RENCA,4,4,4,1881,True
LOS LAGOS,6338,TRAPEN,PUERTO MONTT,4,4,4,911,True
ANTOFAGASTA,6339,CHANGO LOPEZ,ANTOFAGASTA,4,3,3,1905,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6340,FITZ-ROY,PUNTA ARENAS,4,3,2,1891,True
VALPARAISO,6341,FORESTAL BAJO,VINA DEL MAR,4,4,3,1995,True
METROPOLITANA DE SANTIAGO,6342,004,RENCA,4,4,4,2452,True
ATACAMA,6343,CORVI,CHANARAL,4,4,4,361,True
VALPARAISO,6344,SAN RAFAEL,VINA DEL MAR,4,4,3,1012,True
COQUIMBO,6345,URBANA,SALAMANCA,4,4,4,1113,True
VALPARAISO,6346,204,VALPARAISO,4,4,4,4798,True
METROPOLITANA DE SANTIAGO,6347,017,SAN JOAQUIN,4,4,4,2005,True
METROPOLITANA DE SANTIAGO,6348,9,LA FLORIDA,4,4,4,4143,True
METROPOLITANA DE SANTIAGO,6349,004,SAN BERNARDO,4,4,4,1521,True
VALPARAISO,6350,SANTA JULIA SUR,VINA DEL MAR,4,4,3,1932,True
METROPOLITANA DE SANTIAGO,6351,024,RENCA,4,4,4,485,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6352,LAS HIGUERAS,MACHALI,4,4,2,1124,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6353,CONCEPCION - CHORRILLOS,PUNTA ARENAS,4,3,2,6046,True
VALPARAISO,6354,EL PROGRESO,VINA DEL MAR,4,4,3,535,True
METROPOLITANA DE SANTIAGO,6355,013,MELIPILLA,4,4,4,71,True
LOS LAGOS,6356,MAR BRAVA,ANCUD,4,4,4,417,True
LOS LAGOS,6357,21,OSORNO,4,4,4,4821,True
VALPARAISO,6358,MERCADO,VINA DEL MAR,4,4,3,2313,True
METROPOLITANA DE SANTIAGO,6359,A72,PUENTE ALTO,4,4,4,4342,True
BIOBIO,6360,012B,CONCEPCION,4,4,4,1311,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6361,DESCUBRIDORES,MACHALI,4,4,3,1208,True
METROPOLITANA DE SANTIAGO,6362,053,SAN BERNARDO,4,4,4,1638,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6363,CERRO DE LA CRUZ,PUNTA ARENAS,4,3,3,1559,True
LA ARAUCANIA,6364,AQUELARRE,TEMUCO,4,4,4,4984,True
ANTOFAGASTA,6365,ESTADIO REGIONAL,ANTOFAGASTA,4,4,3,6657,True
VALPARAISO,6366,EL GRAN ESFUERZO,VINA DEL MAR,4,4,3,392,True
ANTOFAGASTA,6367,12,CALAMA,4,4,3,5404,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6368,EL PINGUINO,PUNTA ARENAS,4,3,3,4935,True
LOS LAGOS,6369,MANUEL MONTT,PUERTO MONTT,4,4,4,1367,True
BIOBIO,6370,DENAVI SUR,TALCAHUANO,4,4,4,4395,True
TARAPACA,6371,DUNAS 3,IQUIQUE,4,4,3,3633,True
VALPARAISO,6372,NUEVA GRANADILLA,VINA DEL MAR,4,4,3,831,True
BIOBIO,6373,0029,CONCEPCION,4,4,4,2481,True
ANTOFAGASTA,6374,1,CALAMA,4,4,3,5015,True
METROPOLITANA DE SANTIAGO,6375,19,ESTACION CENTRAL,4,4,4,3087,True
METROPOLITANA DE SANTIAGO,6376,9,HUECHURABA,4,4,2,2724,True
METROPOLITANA DE SANTIAGO,6377,24,INDEPENDENCIA,4,4,4,1221,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6378,ARTURO PRAT,MACHALI,4,4,3,1402,True
VALPARAISO,6379,ATALAYA,SANTO DOMINGO,4,4,2,289,True
BIOBIO,6380,LUIS URIBE,TALCAHUANO,4,4,4,850,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6381,29,RANCAGUA,4,4,4,1586,True
METROPOLITANA DE SANTIAGO,6382,035,SAN BERNARDO,4,4,4,361,True
VALPARAISO,6383,VILLA MODERNA,VINA DEL MAR,4,4,3,15303,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6384,RIO DE LAS MINAS,PUNTA ARENAS,4,3,3,2583,True
VALPARAISO,6385,002,CASABLANCA,4,4,4,2384,True
BIOBIO,6386,013A,CONCEPCION,4,4,4,5279,True
MAULE,6387,RAUQUEN,CURICO,4,4,4,11102,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6388,MARCHIGUE,MARCHIHUE,4,4,4,2769,True
TARAPACA,6389,LAS MAGNOLIAS,IQUIQUE,4,4,3,2008,True
METROPOLITANA DE SANTIAGO,6390,037,MELIPILLA,4,4,4,1898,True
METROPOLITANA DE SANTIAGO,6391,52,SANTIAGO,4,4,4,10048,True
BIOBIO,6392,LAS CAMELIAS,TALCAHUANO,4,4,4,884,True
METROPOLITANA DE SANTIAGO,6393,014,QUILICURA,4,4,3,3199,True
TARAPACA,6394,CARAMPANGUE,IQUIQUE,4,4,3,1548,True
METROPOLITANA DE SANTIAGO,6395,19,MACUL,4,4,2,6105,True
METROPOLITANA DE SANTIAGO,6396,17,MACUL,4,4,3,2709,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6397,43,RANCAGUA,4,4,4,4346,True
METROPOLITANA DE SANTIAGO,6398,24,PENALOLEN,4,4,4,2917,True
BIOBIO,6399,0016,CONCEPCION,4,4,4,2615,True
LOS LAGOS,6400,SIN DEF COMUNAL,QUELLON,4,4,4,106,False
TARAPACA,6401,VISTA HERMOSA,IQUIQUE,4,4,3,987,True
ANTOFAGASTA,6402,OSCAR BONILLA 1,ANTOFAGASTA,4,4,3,4681,True
METROPOLITANA DE SANTIAGO,6403,36,SANTIAGO,4,4,4,3163,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,6404,SECTOR CORVI,COYHAIQUE,4,4,4,537,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6405,LA ISLA,PEUMO,4,4,4,136,True
VALPARAISO,6406,MORENO VIAL,VINA DEL MAR,4,4,3,1896,True
ANTOFAGASTA,6407,RUBEN INFANTE,ANTOFAGASTA,4,4,3,2255,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6408,LOS CIPRECES,MACHALI,4,4,3,334,True
METROPOLITANA DE SANTIAGO,6409,28,LA FLORIDA,4,4,4,4366,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6410,SANTOS MARDONES,PUNTA ARENAS,4,3,3,3643,True
METROPOLITANA DE SANTIAGO,6411,1C,LA CISTERNA,4,4,4,1324,True
VALPARAISO,6412,NIETO,VINA DEL MAR,4,4,3,738,True
METROPOLITANA DE SANTIAGO,6413,065,SAN BERNARDO,4,4,4,4781,True
METROPOLITANA DE SANTIAGO,6414,18,MACUL,4,4,3,4801,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6415,30,RANCAGUA,4,4,4,1358,True
VALPARAISO,6416,LAS PALMAS,VINA DEL MAR,4,4,3,509,True
BIOBIO,6417,SANTA LEONOR,TALCAHUANO,4,4,4,4601,True
ANTOFAGASTA,6418,14,CALAMA,4,4,3,8974,True
VALPARAISO,6419,002,CONCON,4,4,3,2360,True
METROPOLITANA DE SANTIAGO,6420,24,SANTIAGO,4,4,4,1992,True
VALPARAISO,6421,FERROVIARIA ASIVA,VINA DEL MAR,4,4,3,1598,True
ANTOFAGASTA,6422,LAS ROCAS TROCADERO,ANTOFAGASTA,4,4,3,3485,True
METROPOLITANA DE SANTIAGO,6423,006,QUILICURA,4,4,3,6950,True
METROPOLITANA DE SANTIAGO,6424,6,LA REINA,4,4,1,2870,True
METROPOLITANA DE SANTIAGO,6425,20,PENALOLEN,4,4,4,7838,True
ANTOFAGASTA,6426,11,CALAMA,4,4,3,6582,True
MAULE,6427,LAS BRISAS DEL CLARO,TALCA,4,4,4,1384,True
VALPARAISO,6428,MIRAFLORES ALTO,VINA DEL MAR,4,4,3,1746,True
ATACAMA,6429,LAS TERRAZAS-BUEN RETIRO,VALLENAR,4,4,4,2669,True
COQUIMBO,6430,EL TEBAL,SALAMANCA,4,4,4,692,True
VALPARAISO,6431,010,CONCON,4,4,3,2929,True
BIOBIO,6432,LAS VILLAS,TALCAHUANO,4,4,4,5146,True
LA ARAUCANIA,6433,TOQUI LAUTARO,LAUTARO,4,4,4,178,True
VALPARAISO,6434,118,VALPARAISO,4,4,4,1469,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,6435,8,SAN FERNANDO,4,4,4,2198,True
VALPARAISO,6436,OLIVAR NORTE,VINA DEL MAR,4,4,3,4139,True
TARAPACA,6437,VILLA OLIMPICA,IQUIQUE,4,4,3,3601,True
METROPOLITANA DE SANTIAGO,6438,104,EL BOSQUE,4,4,4,1098,True
VALPARAISO,6439,LOS MAYOS,VINA DEL MAR,4,4,3,729,True
METROPOLITANA DE SANTIAGO,6440,36,PUDAHUEL,4,4,4,4722,True
MAGALLANES Y DE LA ANTARTICA CHILENA,6441,BARRIO INDUSTRIAL - VILLA ELENA,PUNTA ARENAS,4,3,3,133,True
LOS LAGOS,6442,24,OSORNO,4,4,4,1128,True
